country,country_name,year,inflation_cpi_pct,interest_rate_pct,exports_pct_gdp,imports_pct_gdp,gdp_current_usd,gdp_growth_pct,unemployment_rate_pct
IN,India,2018-01-01,3.9388264669163,5.36166638954869,19.9278285988562,23.6891407335327,2702929641648.74,6.45385134497769,7.652
IN,India,2019-01-01,3.72950573539129,6.89487542729716,18.664264897257,21.2411386333872,2835606256558.19,3.87143694070356,6.51
IN,India,2020-01-01,6.62343677628535,4.13599957786408,18.6824769296756,19.0756283996012,2674851578587.27,-5.77772470686801,7.859
IN,India,2021-01-01,5.13140747176369,0.316945144211866,21.3991583305515,24.0239304534931,3167270623260.47,9.68959249192875,6.38
IN,India,2022-01-01,6.69903414079852,2.52131544946588,23.2515412045298,26.8237289453584,3346107287730.93,7.60936497768895,4.822
IT,Italy,2000-01-01,2.53768532095002,5.17582390639849,25.5611956255751,24.7135355199888,1149661363439.38,3.88209885062652,10.834
IT,Italy,2001-01-01,2.78516542713554,4.09820217486432,25.5610801918444,24.3021921285051,1172041488805.87,2.00643329837733,9.599
IT,Italy,2002-01-01,2.46532319171165,3.12811622868189,24.3126948188163,23.5586238603378,1281746271196.04,0.26992966378873,9.211
IT,Italy,2003-01-01,2.6725555277285,2.58132814975126,23.2240496903642,22.7700362873432,1582930016538.82,0.0665538088732092,8.869
IT,Italy,2004-01-01,2.20673661423657,2.80270189389167,23.9268409466402,23.3395514425368,1812808753294.75,1.4740217064723,7.866
IT,Italy,2005-01-01,1.9852929852798,3.16379060277756,24.5118533579183,24.6103208709435,1864982261286.85,0.762410677306491,7.73
IT,Italy,2006-01-01,2.09084391012754,3.33205306061278,26.0530628243151,26.8704801353861,1958563654385.64,1.79947992234244,6.777
IT,Italy,2007-01-01,1.82974112202403,3.77483941993744,27.2450545395013,27.5829870177519,2222524108127.65,1.46229205289291,6.076
IT,Italy,2008-01-01,3.34783258401022,4.32862903554889,26.7427615964483,27.4714932992188,2417508414187.19,-1.02313851177097,6.723
IT,Italy,2009-01-01,0.774768131387381,2.93215777941709,22.2771595955525,22.8643169766079,2209484319012.65,-5.30515401233991,7.749
IT,Italy,2010-01-01,1.52551602118248,3.41342018267074,24.9186514223879,26.743460391446,2144936254535.0,1.52910573247101,8.363
IT,Italy,2011-01-01,2.78063272879323,2.82160353555801,26.5629866543354,27.9092282905933,2306974020278.21,0.695463154440176,8.359
IT,Italy,2012-01-01,3.04136333226775,3.46119744979934,27.9851870768453,26.8993081933752,2097929495121.68,-3.12523877282996,10.655
IT,Italy,2013-01-01,1.21999342274306,3.97364793630999,28.177442406394,25.8567422253559,2153225581941.46,-1.81802510749792,12.149
IT,Italy,2014-01-01,0.241047429826756,3.92865782875133,28.6224027363532,25.83212719685,2173255507985.84,-0.00138761730454462,12.683
IT,Italy,2015-01-01,0.0387903996579733,3.3204815735536,29.144111052532,26.2915747622901,1845428048839.1,0.885667635240807,11.896
IT,Italy,2016-01-01,-0.09401665691575,2.22028189161629,28.7987488919157,25.6333978099156,1887111188176.93,1.23622108511661,11.688
IT,Italy,2017-01-01,1.22653316645812,2.27486413860821,30.1398859152774,27.4431081122137,1970720904584.71,1.60369995294101,11.211
IT,Italy,2018-01-01,1.13748763600391,1.5923708555414,30.8135072735991,28.4614762392164,2099435266458.67,0.826646712344115,10.538
IT,Italy,2019-01-01,0.611246943765304,1.53937572556579,30.9498739181942,27.7443163412796,2019606796583.53,0.429162533780342,9.884
IT,Italy,2020-01-01,-0.13770757391651,0.739269290959428,28.7258551870199,25.2136287172564,1907481094079.23,-8.86822122185345,9.192
IT,Italy,2021-01-01,1.87378325762481,0.733185661773557,31.1716088630092,29.1303687572707,2179207773596.09,8.93106210800055,9.497
IT,Italy,2022-01-01,8.20128991161718,-1.15112854557422,35.0991400412578,36.9173622620119,2104067630319.46,4.82117669913565,8.069
IT,Italy,2023-01-01,5.62219442195901,-1.22864122337094,33.3315893476608,31.7755885286565,2316727999333.18,0.975694840127005,7.627
IT,Italy,2024-01-01,0.982373023061417,3.23429287161478,32.505041554007,30.3187269579455,2380825077243.59,0.692676948440536,6.5
JP,Japan,2000-01-01,-0.676578683595175,3.44952133346022,10.4634942027505,9.09887738115494,4968359075956.59,2.76464755136783,4.748
JP,Japan,2001-01-01,-0.740055504162738,3.08779538469562,10.0767999632844,9.48280450872269,4374711694090.87,0.386103426142029,5.02
JP,Japan,2002-01-01,-0.923494026942321,3.30182293291163,10.8554456072287,9.5916764589296,4182846045873.61,0.0419624992862282,5.386
JP,Japan,2003-01-01,-0.256541816316025,3.48582884053981,11.4658015766594,9.86032369115249,4519561645253.53,1.53512549946694,5.251
JP,Japan,2004-01-01,-0.00857338820310272,2.92424060897809,12.7862646247862,10.8780887981112,4893116005656.56,2.18611569439318,4.734
JP,Japan,2005-01-01,-0.282946068764391,2.90562805988202,13.8158957221159,12.4140588557406,4831467035389.8,1.80390087215821,4.446
JP,Japan,2006-01-01,0.249355116079085,2.54882304588838,15.6573740466117,14.3590020520575,4601663122649.92,1.3723501275831,4.192
JP,Japan,2007-01-01,0.060039454498669,2.60687838906944,17.2891273707229,15.5274506811561,4579750920354.81,1.48396941157472,3.888
