country,month,y_true,y_pred,y_prob
ARE,2019-08-31,0,0,0.19768789286484303
USA,2019-08-31,0,0,0.30623468838692647
ARG,2019-08-31,0,1,0.7323192354053202
IDN,2019-08-31,0,0,0.5941590861965672
MEX,2019-08-31,0,1,0.6199095674797039
AUS,2019-08-31,0,0,0.3180998405679976
SWE,2019-08-31,0,0,0.2568963115787008
CAN,2019-08-31,0,0,0.291568319822281
IRL,2019-08-31,0,0,0.19387252298168187
ISR,2019-08-31,0,0,0.26892168963910174
DEU,2019-08-31,0,0,0.3449465575363173
FRA,2019-08-31,0,0,0.2630371182249487
POL,2019-08-31,0,0,0.31670659653726857
KOR,2019-08-31,0,0,0.3992716614774168
ESP,2019-08-31,0,0,0.43096075445730914
GBR,2019-08-31,0,0,0.3935562413491051
NLD,2019-08-31,0,0,0.27649929783197313
KOR,2019-09-30,0,0,0.4598124306187039
ARE,2019-09-30,0,0,0.21095774337712525
CAN,2019-09-30,0,0,0.29108622041780896
CHE,2019-09-30,0,0,0.24888587027639264
THA,2019-09-30,0,0,0.2000582088348245
JPN,2019-09-30,0,0,0.22968266812767232
MEX,2019-09-30,0,0,0.4492743122638158
ISR,2019-09-30,0,0,0.31668781754894143
BEL,2019-09-30,0,0,0.20159010441809178
ITA,2019-09-30,0,0,0.23598614848861144
DEU,2019-09-30,0,0,0.4360567325761335
BRA,2019-09-30,0,1,0.7253115564493502
AUS,2019-09-30,0,0,0.30749605017180487
IRL,2019-09-30,0,0,0.20256560399378662
NLD,2019-09-30,0,0,0.27559765599132124
IND,2019-09-30,0,1,0.7307736903319385
FRA,2019-09-30,0,0,0.267487680102568
SAU,2019-09-30,0,0,0.29016732210310553
ARG,2019-09-30,0,1,0.7873811359555304
CHN,2019-09-30,0,1,0.6295819321657844
NOR,2019-09-30,0,0,0.41792074290388537
ESP,2019-09-30,0,0,0.37709065999950725
IDN,2019-09-30,0,0,0.3799752839229849
SWE,2019-09-30,0,0,0.2585229248166345
SGP,2019-09-30,0,0,0.1957491256436328
RUS,2019-09-30,0,0,0.5772694196727028
GBR,2019-09-30,0,0,0.3852134443566089
USA,2019-09-30,0,0,0.26414758216072953
TUR,2019-09-30,0,1,0.7156652027486512
POL,2019-09-30,0,0,0.2709989851166797
ARE,2019-10-31,0,0,0.20630945105321377
ARG,2019-10-31,0,1,0.7705754542982648
DEU,2019-10-31,0,0,0.3973591993906455
USA,2019-10-31,0,0,0.29791038518665763
ITA,2019-10-31,0,0,0.31995716228367027
KOR,2019-10-31,0,0,0.26261467277463413
AUS,2019-10-31,0,0,0.3408561698107282
IRL,2019-10-31,0,0,0.241333778042645
NOR,2019-10-31,0,0,0.32079085534308743
FRA,2019-10-31,0,0,0.5239724906627257
GBR,2019-10-31,0,0,0.4225122293293566
CHN,2019-10-31,0,0,0.5451815165425831
SWE,2019-10-31,0,0,0.2544115985848308
SGP,2019-10-31,0,0,0.20240693860462552
RUS,2019-10-31,0,1,0.6592915540530072
TUR,2019-10-31,0,1,0.7641819687090808
IND,2019-10-31,0,1,0.729637265629591
CAN,2019-10-31,0,0,0.4006248956415079
ISR,2019-10-31,0,0,0.27391792268701654
JPN,2019-10-31,0,0,0.21893918336814366
BEL,2019-10-31,0,0,0.19317980756198014
BRA,2019-10-31,0,0,0.5208660108675762
POL,2019-10-31,0,0,0.24247015287776286
IDN,2019-10-31,0,0,0.59429388578174
MEX,2019-10-31,0,0,0.4026167384615272
NLD,2019-10-31,0,0,0.34996668333303343
SAU,2019-10-31,0,0,0.2429724176218164
THA,2019-10-31,0,0,0.20848613769364033
ESP,2019-10-31,0,0,0.2950852980497371
CHE,2019-10-31,0,0,0.22067214068675856
NLD,2019-11-30,0,0,0.30103445599808737
NOR,2019-11-30,0,0,0.47348348698555626
ARG,2019-11-30,0,1,0.783401920896276
SAU,2019-11-30,0,0,0.21870037552129584
USA,2019-11-30,0,0,0.4513442858989049
CHE,2019-11-30,0,0,0.20538497245296647
KOR,2019-11-30,0,0,0.35946990060182954
SGP,2019-11-30,0,0,0.19663628855923787
TUR,2019-11-30,0,1,0.7534058934829811
IND,2019-11-30,0,1,0.7696213161688227
MEX,2019-11-30,0,0,0.49249643602099374
JPN,2019-11-30,0,0,0.31189584209473814
ARE,2019-11-30,0,0,0.19877312134286132
THA,2019-11-30,0,0,0.232403633992448
BEL,2019-11-30,0,0,0.1966799119537955
BRA,2019-11-30,0,1,0.6790992702109273
RUS,2019-11-30,0,1,0.6481725833018409
ITA,2019-11-30,0,0,0.3328586371020939
AUS,2019-11-30,0,0,0.44111590805759954
SWE,2019-11-30,0,0,0.20257779641540474
CHN,2019-11-30,0,0,0.5863629813986964
POL,2019-11-30,0,0,0.26237964399361696
DEU,2019-11-30,0,0,0.5063225108789449
ESP,2019-11-30,0,0,0.390612405702929
IDN,2019-11-30,0,0,0.5866829532355888
CAN,2019-11-30,0,0,0.29252845345419903
GBR,2019-11-30,0,0,0.2954226110333537
FRA,2019-11-30,0,0,0.319612777700228
IRL,2019-11-30,0,0,0.19828239549045415
ISR,2019-11-30,0,0,0.3828179443354886
RUS,2019-12-31,1,1,0.6546771366374037
KOR,2019-12-31,0,0,0.3333614398982911
IND,2019-12-31,1,1,0.7746520156207998
ESP,2019-12-31,0,0,0.2876671691314782
MEX,2019-12-31,1,0,0.5444847241278682
DEU,2019-12-31,0,0,0.43514930374693916
IRL,2019-12-31,0,0,0.1931795274142858
BRA,2019-12-31,1,1,0.6614133863975363
ARE,2019-12-31,0,0,0.214323703704251
TUR,2019-12-31,1,1,0.7058256211940314
CAN,2019-12-31,0,0,0.3534653760040947
THA,2019-12-31,0,0,0.20180217135251785
ISR,2019-12-31,0,0,0.357468632582985
ARG,2019-12-31,1,1,0.7539647545097526
BEL,2019-12-31,0,0,0.19379489365174077
JPN,2019-12-31,0,0,0.3600602941954887
SGP,2019-12-31,0,0,0.20841360928272878
CHE,2019-12-31,0,0,0.20332771588484777
GBR,2019-12-31,0,0,0.40643977165658557
SAU,2019-12-31,1,0,0.23963301035228712
NLD,2019-12-31,0,0,0.3563608724345623
USA,2019-12-31,0,0,0.2751248304498918
CHN,2019-12-31,0,0,0.27785568441458836
FRA,2019-12-31,0,0,0.4698573219288437
AUS,2019-12-31,0,0,0.29657194655025476
ITA,2019-12-31,0,0,0.22182090902014928
IDN,2019-12-31,0,0,0.5580495814812005
POL,2019-12-31,0,0,0.30046054491879476
SWE,2019-12-31,0,0,0.20082471858220605
NOR,2019-12-31,0,0,0.36773378963021797
IRL,2020-01-31,0,0,0.18706433315034243
THA,2020-01-31,0,0,0.22860889227261813
NOR,2020-01-31,0,0,0.21896005070536353
RUS,2020-01-31,0,0,0.2196060340183562
FRA,2020-01-31,0,0,0.25787570304086577
NLD,2020-01-31,0,0,0.22267282754497927
BRA,2020-01-31,0,0,0.213220599127638
BEL,2020-01-31,0,0,0.19288672427188816
AUS,2020-01-31,0,0,0.19574633081817353
SGP,2020-01-31,0,0,0.19257142696769472
ISR,2020-01-31,0,0,0.20954723219701046
GBR,2020-01-31,0,0,0.21146662490293178
SWE,2020-01-31,0,0,0.18874851757725852
CAN,2020-01-31,0,0,0.268279894367836
CHN,2020-01-31,0,0,0.230552035661754
JPN,2020-01-31,0,0,0.2088319974597539
MEX,2020-01-31,0,0,0.29525750938035117
ESP,2020-01-31,0,0,0.20104886190227564
SAU,2020-01-31,0,0,0.2546642905700433
DEU,2020-01-31,0,0,0.2908605841587224
IND,2020-01-31,0,0,0.2810524231292751
POL,2020-01-31,0,0,0.19615942100239284
TUR,2020-01-31,0,0,0.4643064752601114
CHE,2020-01-31,0,0,0.19086151640148522
ITA,2020-01-31,0,0,0.21121883237449013
KOR,2020-01-31,0,0,0.300453182791055
IDN,2020-01-31,0,0,0.22896286343339037
ARE,2020-01-31,0,0,0.221748110507111
ARG,2020-01-31,0,0,0.46641700430596017
USA,2020-01-31,0,0,0.20429047887185692
IRL,2020-02-29,0,0,0.18731776500080996
SAU,2020-02-29,0,0,0.2119427953979652
IDN,2020-02-29,0,0,0.29556347229261326
GBR,2020-02-29,0,0,0.1962725114423344
KOR,2020-02-29,0,0,0.21127446567345384
SGP,2020-02-29,0,0,0.21721102681103274
CHE,2020-02-29,0,0,0.2067495444869399
THA,2020-02-29,0,0,0.19644376253315887
ESP,2020-02-29,0,0,0.21084373214684457
CHN,2020-02-29,0,0,0.25923729238677523
BRA,2020-02-29,0,0,0.25959697994978126
NOR,2020-02-29,0,0,0.3140967639334827
BEL,2020-02-29,0,0,0.19110035416566926
ARG,2020-02-29,0,0,0.5106048139816163
POL,2020-02-29,0,0,0.2448778744386643
ARE,2020-02-29,0,0,0.20278936862580474
JPN,2020-02-29,0,0,0.2088319974597539
CAN,2020-02-29,0,0,0.19836306135317897
RUS,2020-02-29,0,0,0.23155846393917223
USA,2020-02-29,0,0,0.20795601367775618
TUR,2020-02-29,0,0,0.47972915199893323
FRA,2020-02-29,0,0,0.20383232641483237
ISR,2020-02-29,0,0,0.21398451709544553
DEU,2020-02-29,0,0,0.21310930022463093
AUS,2020-02-29,0,0,0.2208116527046288
IND,2020-02-29,0,0,0.3086104769725203
NLD,2020-02-29,0,0,0.19946029923284495
MEX,2020-02-29,0,0,0.30297672717793933
SWE,2020-02-29,0,0,0.2051906706149336
ITA,2020-02-29,0,0,0.23229970702172897
BRA,2020-03-31,0,0,0.23136269479786709
CHN,2020-03-31,0,0,0.31253466168071165
KOR,2020-03-31,0,0,0.29945076754424954
BEL,2020-03-31,0,0,0.19357081173172586
IND,2020-03-31,0,0,0.37518376171617446
NLD,2020-03-31,0,0,0.19739070116833243
POL,2020-03-31,0,0,0.2227747996912556
IDN,2020-03-31,0,0,0.22987445343929322
TUR,2020-03-31,0,0,0.28711735304221125
ITA,2020-03-31,0,0,0.21523369023367925
ARE,2020-03-31,0,0,0.20001656330515163
AUS,2020-03-31,0,0,0.20675388973579542
JPN,2020-03-31,0,0,0.2231326112384564
FRA,2020-03-31,0,0,0.21847336885332067
ARG,2020-03-31,0,0,0.46398986162221423
RUS,2020-03-31,0,0,0.22389806978619461
DEU,2020-03-31,0,0,0.2682420822782689
THA,2020-03-31,0,0,0.19768571586978143
GBR,2020-03-31,0,0,0.21533996474031022
USA,2020-03-31,0,0,0.23259828235675006
NOR,2020-03-31,0,0,0.25424701981310444
SWE,2020-03-31,0,0,0.18873802070307977
SAU,2020-03-31,0,0,0.20784513491501821
CAN,2020-03-31,0,0,0.20492753753673976
CHE,2020-03-31,0,0,0.2105945509030046
SGP,2020-03-31,0,0,0.1962589740459799
IRL,2020-03-31,0,0,0.18634017578999504
ISR,2020-03-31,0,0,0.24958168381306903
MEX,2020-03-31,0,0,0.27816200369964056
ESP,2020-03-31,0,0,0.20997731330515979
GBR,2020-04-30,0,0,0.19954059555904338
NOR,2020-04-30,0,0,0.3016675192785874
IND,2020-04-30,0,0,0.3497701950911924
POL,2020-04-30,0,0,0.1967123465885681
ARE,2020-04-30,0,0,0.19106905800832244
MEX,2020-04-30,0,0,0.20342694257744842
FRA,2020-04-30,0,0,0.23451031176748402
CHE,2020-04-30,0,0,0.19386432458242972
NLD,2020-04-30,0,0,0.1984716667290393
BRA,2020-04-30,0,0,0.23400311793547593
JPN,2020-04-30,0,0,0.20889063560002086
ITA,2020-04-30,0,0,0.20509119212942725
IRL,2020-04-30,0,0,0.19393261984529508
DEU,2020-04-30,0,0,0.2060583375989329
ISR,2020-04-30,0,0,0.23654798375330854
SWE,2020-04-30,0,0,0.19689585290249834
ESP,2020-04-30,0,0,0.211666405543794
USA,2020-04-30,0,0,0.19620869688705048
RUS,2020-04-30,0,0,0.2919124560986847
CAN,2020-04-30,0,0,0.20985528602820505
SGP,2020-04-30,0,0,0.1934659418333338
SAU,2020-04-30,0,0,0.21103442617281254
ARG,2020-04-30,0,0,0.4655634357037912
AUS,2020-04-30,0,0,0.1959075000823394
CHN,2020-04-30,0,0,0.3167272492847422
KOR,2020-04-30,0,0,0.2400257864237251
IDN,2020-04-30,0,0,0.24645710400108387
THA,2020-04-30,0,0,0.1904838009537511
BEL,2020-04-30,0,0,0.18920336500765847
TUR,2020-04-30,0,0,0.44609368800400584
SWE,2020-05-31,0,0,0.19499864709870088
USA,2020-05-31,0,0,0.24071714005866943
TUR,2020-05-31,0,0,0.3143561821757667
SAU,2020-05-31,0,0,0.22359995224497523
IND,2020-05-31,0,0,0.453752808437667
IRL,2020-05-31,0,0,0.18796123448092797
CHN,2020-05-31,0,0,0.26981347054053667
NOR,2020-05-31,0,0,0.21533761675517327
THA,2020-05-31,0,0,0.19376606302700913
SGP,2020-05-31,0,0,0.19755812464546318
DEU,2020-05-31,0,0,0.28268522061833407
NLD,2020-05-31,0,0,0.20107425459443296
FRA,2020-05-31,0,0,0.20518398524505635
BRA,2020-05-31,0,0,0.24160025842080612
ESP,2020-05-31,0,0,0.19377148878452188
RUS,2020-05-31,0,0,0.23186028853962895
KOR,2020-05-31,0,0,0.24934637166633378
CAN,2020-05-31,0,0,0.21458463083454096
BEL,2020-05-31,0,0,0.1960278037529175
ARG,2020-05-31,0,0,0.46641700430596017
IDN,2020-05-31,0,0,0.22674280481182088
POL,2020-05-31,0,0,0.2043243243302235
ARE,2020-05-31,0,0,0.18952888675581314
ITA,2020-05-31,0,0,0.19317052411574587
GBR,2020-05-31,0,0,0.2242289897380103
JPN,2020-05-31,0,0,0.28858690284076527
MEX,2020-05-31,0,0,0.24682688680416598
AUS,2020-05-31,0,0,0.19735015534575998
CHE,2020-05-31,0,0,0.1861118702955781
ISR,2020-05-31,0,0,0.21667854872389125
MEX,2020-06-30,0,0,0.5116432705541332
ESP,2020-06-30,0,0,0.23760139083865928
NOR,2020-06-30,0,0,0.44858776799729355
RUS,2020-06-30,0,0,0.3561959696884988
AUS,2020-06-30,0,0,0.19788309575014598
KOR,2020-06-30,0,0,0.3630417555522604
ITA,2020-06-30,0,0,0.24693625647508358
USA,2020-06-30,0,0,0.2905219771174078
CAN,2020-06-30,0,0,0.3792890229398245
DEU,2020-06-30,0,0,0.316998184990364
SGP,2020-06-30,0,0,0.21219466113364796
SAU,2020-06-30,0,0,0.5002546717811037
CHN,2020-06-30,0,1,0.6160200029734341
BEL,2020-06-30,0,0,0.19072953152313651
ARG,2020-06-30,0,1,0.7762923048874605
ARE,2020-06-30,0,0,0.19801135344244347
IRL,2020-06-30,0,0,0.19732378728565172
FRA,2020-06-30,0,0,0.3164371590566844
POL,2020-06-30,0,0,0.24466271114103
THA,2020-06-30,0,0,0.22743324530748346
JPN,2020-06-30,0,0,0.3513292860815682
TUR,2020-06-30,0,1,0.7638374327845948
ISR,2020-06-30,0,0,0.40417161459536954
GBR,2020-06-30,0,0,0.3263054624457322
SWE,2020-06-30,0,0,0.2167401355831514
IND,2020-06-30,0,1,0.6836147071945966
IDN,2020-06-30,0,0,0.3375550114527486
BRA,2020-06-30,0,1,0.7172114738810671
NLD,2020-06-30,0,0,0.2075493497912052
CHE,2020-06-30,0,0,0.1937704598675544
ESP,2020-07-31,0,0,0.311970998483876
BRA,2020-07-31,0,0,0.5173554306491166
DEU,2020-07-31,0,0,0.44571669333039493
CAN,2020-07-31,0,0,0.4919949769900945
IDN,2020-07-31,0,0,0.40596933697406196
FRA,2020-07-31,0,0,0.2841637753539214
CHN,2020-07-31,0,1,0.628534182630791
THA,2020-07-31,0,0,0.2477430742209119
POL,2020-07-31,0,0,0.4147901968445962
GBR,2020-07-31,0,0,0.33242119562137046
NOR,2020-07-31,0,0,0.34077233527426304
IRL,2020-07-31,0,0,0.2253304058860719
AUS,2020-07-31,0,0,0.3113514257286198
ISR,2020-07-31,0,0,0.34366875511428646
USA,2020-07-31,0,0,0.26103589997668325
ITA,2020-07-31,0,0,0.3564740469920389
ARE,2020-07-31,0,0,0.19439938231734666
IND,2020-07-31,0,1,0.7909434073342956
NLD,2020-07-31,0,0,0.26899990061466095
MEX,2020-07-31,0,0,0.43071247925378725
SGP,2020-07-31,0,0,0.2325789107559502
JPN,2020-07-31,0,0,0.3891863054911442
CHE,2020-07-31,0,0,0.2399608301373427
ARG,2020-07-31,0,0,0.4981719911994067
BEL,2020-07-31,0,0,0.20352000681704038
SAU,2020-07-31,0,1,0.6158288826191534
SWE,2020-07-31,0,0,0.194616594960089
KOR,2020-07-31,0,0,0.36348202283310466
RUS,2020-07-31,0,1,0.690469841307065
TUR,2020-07-31,0,1,0.763511522380859
FRA,2020-08-31,0,0,0.3290898479655964
ESP,2020-08-31,0,0,0.3204109014465985
IRL,2020-08-31,0,0,0.22296742782852474
CAN,2020-08-31,0,0,0.29282838611579814
KOR,2020-08-31,0,0,0.4314396253546661
NLD,2020-08-31,0,0,0.2220410723167897
ARE,2020-08-31,0,0,0.20035234812384695
AUS,2020-08-31,0,0,0.34991948852777915
POL,2020-08-31,0,0,0.3260517057991898
ISR,2020-08-31,0,0,0.2742363155809388
MEX,2020-08-31,0,0,0.28214844580840215
RUS,2020-08-31,0,0,0.4674576744846926
JPN,2020-08-31,0,0,0.33952581543997423
IDN,2020-08-31,0,0,0.30656425096249595
CHE,2020-08-31,0,0,0.1923736802298529
IND,2020-08-31,0,1,0.7954026826481332
SWE,2020-08-31,0,0,0.19480786782127515
ARG,2020-08-31,0,1,0.7682188631460715
BEL,2020-08-31,0,0,0.1920762922232344
CHN,2020-08-31,0,1,0.6094583895514917
GBR,2020-08-31,0,0,0.2750543292226491
NOR,2020-08-31,0,0,0.47342192108281617
BRA,2020-08-31,0,1,0.6087326947409781
THA,2020-08-31,0,0,0.21229198646179845
SAU,2020-08-31,0,1,0.6218968613308582
USA,2020-08-31,0,0,0.3259545510567906
TUR,2020-08-31,0,1,0.7582613836148946
DEU,2020-08-31,0,0,0.3014756881373032
SGP,2020-08-31,0,0,0.25614765095800723
ITA,2020-08-31,0,0,0.26966921351371775
SAU,2020-09-30,0,0,0.43995413808321765
AUS,2020-09-30,0,0,0.21745132481463583
MEX,2020-09-30,0,0,0.39754390649301485
RUS,2020-09-30,0,0,0.5804214043421128
NOR,2020-09-30,0,0,0.3862829131922904
NLD,2020-09-30,0,0,0.20965414164602816
ARG,2020-09-30,0,1,0.7884689530605472
ISR,2020-09-30,0,0,0.27773779250481795
GBR,2020-09-30,0,0,0.31943263941904215
BRA,2020-09-30,0,0,0.43349246969325406
DEU,2020-09-30,0,0,0.517744036162576
POL,2020-09-30,0,0,0.22187249237503578
IDN,2020-09-30,0,0,0.33726446301113966
TUR,2020-09-30,0,1,0.6138890214116524
IRL,2020-09-30,0,0,0.1930189921751566
CHE,2020-09-30,0,0,0.22242533674735135
ARE,2020-09-30,0,0,0.21538739655436132
JPN,2020-09-30,0,0,0.426264796631277
SWE,2020-09-30,0,0,0.24916363633619784
SGP,2020-09-30,0,0,0.19525662751191833
IND,2020-09-30,0,1,0.6367585406067041
FRA,2020-09-30,0,0,0.2847156636756509
ITA,2020-09-30,0,0,0.24527092345134913
ESP,2020-09-30,0,0,0.38157613374352534
USA,2020-09-30,0,0,0.2312416084540004
BEL,2020-09-30,0,0,0.20261381339009552
CAN,2020-09-30,0,0,0.3520985809317389
CHN,2020-09-30,0,1,0.6378803531509812
KOR,2020-09-30,0,0,0.35139053491768424
THA,2020-09-30,0,0,0.21250389607004985
SGP,2020-10-31,0,0,0.2018773232190206
DEU,2020-10-31,0,0,0.3908813524622626
FRA,2020-10-31,0,0,0.28327081440546237
JPN,2020-10-31,0,0,0.37944628716077927
THA,2020-10-31,0,0,0.27105778855921375
BEL,2020-10-31,0,0,0.19995842097090163
USA,2020-10-31,0,0,0.2680774522329054
MEX,2020-10-31,0,0,0.28576211230859017
NLD,2020-10-31,0,0,0.20274320609983065
CHN,2020-10-31,0,0,0.4337143404817505
GBR,2020-10-31,0,0,0.38542329417836757
TUR,2020-10-31,0,1,0.779948133235755
BRA,2020-10-31,0,0,0.5347190496887876
ARG,2020-10-31,0,1,0.6685382737329179
IND,2020-10-31,0,1,0.7761573950832452
ITA,2020-10-31,0,0,0.23428021594692117
IRL,2020-10-31,0,0,0.19783175152247334
ESP,2020-10-31,0,0,0.28143829440301094
ARE,2020-10-31,0,0,0.2022834549009177
SWE,2020-10-31,0,0,0.22191651571970905
CAN,2020-10-31,0,0,0.28959539632560066
CHE,2020-10-31,0,0,0.22408684879951954
KOR,2020-10-31,0,0,0.4167299122981061
SAU,2020-10-31,0,1,0.6326198912215948
IDN,2020-10-31,0,0,0.45176298632370165
AUS,2020-10-31,0,0,0.2678347945584167
RUS,2020-10-31,0,1,0.65980905726701
NOR,2020-10-31,0,0,0.2732994987766144
ISR,2020-10-31,0,0,0.44680580164601325
POL,2020-10-31,0,0,0.3605823416874818
RUS,2020-11-30,0,0,0.3998990160628455
IDN,2020-11-30,0,0,0.4548788148754874
SWE,2020-11-30,0,0,0.21698584801659257
TUR,2020-11-30,0,1,0.7416758601511999
BEL,2020-11-30,0,0,0.22272157092851408
ESP,2020-11-30,0,0,0.26933245689086494
ARG,2020-11-30,0,1,0.7736018024668039
IRL,2020-11-30,0,0,0.20114348911540045
DEU,2020-11-30,0,0,0.4755731738767183
CHN,2020-11-30,0,1,0.6103012863486645
ISR,2020-11-30,0,0,0.4924534607532518
THA,2020-11-30,0,0,0.23012358100558214
SGP,2020-11-30,0,0,0.19665056884993248
BRA,2020-11-30,0,0,0.41069569569415915
CHE,2020-11-30,0,0,0.23079612454239043
SAU,2020-11-30,0,0,0.5716396459232468
GBR,2020-11-30,0,0,0.3125892209098599
ARE,2020-11-30,0,0,0.20209499027301034
KOR,2020-11-30,0,0,0.3212896443406861
USA,2020-11-30,0,0,0.23189856563415
CAN,2020-11-30,0,0,0.3122257005251225
MEX,2020-11-30,0,0,0.3394148197984406
ITA,2020-11-30,0,0,0.2785452840453874
AUS,2020-11-30,0,0,0.3288038913962015
NLD,2020-11-30,0,0,0.2519305499450099
NOR,2020-11-30,0,0,0.40638802754332665
IND,2020-11-30,0,1,0.7822808563142917
JPN,2020-11-30,0,0,0.2927941499717489
FRA,2020-11-30,0,0,0.2719589047102809
POL,2020-11-30,0,0,0.2478604836694216
SWE,2020-12-31,0,0,0.20356370705881735
SAU,2020-12-31,0,1,0.6199868519011822
KOR,2020-12-31,0,0,0.5697311764985318
CAN,2020-12-31,0,0,0.47152219219129954
RUS,2020-12-31,0,0,0.45873228470018873
ESP,2020-12-31,0,0,0.24065530916591724
ITA,2020-12-31,0,0,0.2788492109982179
ARE,2020-12-31,0,0,0.20800068632282553
ARG,2020-12-31,0,1,0.7947323789451994
IDN,2020-12-31,0,0,0.26804504129624224
AUS,2020-12-31,0,0,0.2825400290207328
FRA,2020-12-31,0,0,0.34383594306876525
CHN,2020-12-31,0,0,0.41778279033852095
JPN,2020-12-31,0,0,0.2307096530717865
NLD,2020-12-31,0,0,0.20843220565820944
THA,2020-12-31,0,0,0.21493539908877488
BRA,2020-12-31,0,1,0.600585941744781
MEX,2020-12-31,0,0,0.35495951774568396
USA,2020-12-31,0,0,0.24347734502278687
BEL,2020-12-31,0,0,0.19044410937413736
GBR,2020-12-31,0,0,0.2249678633632214
TUR,2020-12-31,0,1,0.7451974524797977
CHE,2020-12-31,0,0,0.19302105966114755
DEU,2020-12-31,0,0,0.24921149270559648
POL,2020-12-31,0,0,0.22493872720930838
ISR,2020-12-31,0,0,0.443560908594673
SGP,2020-12-31,0,0,0.2056453801868309
NOR,2020-12-31,0,0,0.33770541935807774
IRL,2020-12-31,0,0,0.22343711857229312
IND,2020-12-31,0,1,0.7870979391247079
FRA,2021-01-31,0,0,0.21287476187833443
BRA,2021-01-31,0,0,0.4808088395259446
CHN,2021-01-31,0,0,0.22451022768708814
ISR,2021-01-31,0,0,0.25150919875943806
IDN,2021-01-31,0,0,0.2269278885128492
KOR,2021-01-31,0,0,0.2699076829407681
CHE,2021-01-31,0,0,0.18807671991075606
ITA,2021-01-31,0,0,0.19307148073879457
USA,2021-01-31,0,0,0.5343668377985572
ARE,2021-01-31,0,0,0.19187956337145243
ARG,2021-01-31,0,0,0.47347180556375107
RUS,2021-01-31,0,0,0.27241017454224853
SWE,2021-01-31,0,0,0.20142168436826072
BEL,2021-01-31,0,0,0.1889978439070906
JPN,2021-01-31,0,0,0.287237518726312
NLD,2021-01-31,0,0,0.1964254099635098
ESP,2021-01-31,0,0,0.24767375869756691
MEX,2021-01-31,0,0,0.4525036041209769
SAU,2021-01-31,0,0,0.20865904644327105
SGP,2021-01-31,0,0,0.20048264697527973
THA,2021-01-31,0,0,0.21234633481133888
TUR,2021-01-31,0,0,0.38892176195709927
DEU,2021-01-31,0,0,0.2270954579814799
CAN,2021-01-31,0,0,0.20098594255348282
AUS,2021-01-31,0,0,0.2939185932921245
POL,2021-01-31,0,0,0.3193334099718957
GBR,2021-01-31,0,0,0.31945003513482234
NOR,2021-01-31,0,0,0.21442936035803287
IND,2021-01-31,0,0,0.4692037845293173
IRL,2021-01-31,0,0,0.19245739631303474
USA,2021-02-28,0,0,0.5508461819281815
ESP,2021-02-28,0,0,0.20108875370587512
KOR,2021-02-28,0,0,0.3458766339276987
THA,2021-02-28,0,0,0.20212723224309026
BRA,2021-02-28,0,0,0.5511508195803693
IDN,2021-02-28,0,0,0.22498187969079195
CHE,2021-02-28,0,0,0.1876066923941949
ITA,2021-02-28,0,0,0.22639113910643904
ARE,2021-02-28,0,0,0.19959633357813814
ARG,2021-02-28,0,0,0.4423708873556064
RUS,2021-02-28,0,0,0.4058415772875363
SWE,2021-02-28,0,0,0.2037963497445884
BEL,2021-02-28,0,0,0.19649467290576936
NLD,2021-02-28,0,0,0.19364849169187984
JPN,2021-02-28,0,0,0.23120674822592094
IRL,2021-02-28,0,0,0.18821834389966705
IND,2021-02-28,0,0,0.5180434730541892
MEX,2021-02-28,0,0,0.5418523762192656
TUR,2021-02-28,0,0,0.4474747035211826
DEU,2021-02-28,0,0,0.2084486193980102
CAN,2021-02-28,0,0,0.22697599168125815
AUS,2021-02-28,0,0,0.2934712079690458
POL,2021-02-28,0,0,0.24693785801885582
GBR,2021-02-28,0,0,0.23990785099271228
CHN,2021-02-28,0,0,0.2439262834622905
NOR,2021-02-28,0,0,0.21436723388805046
ISR,2021-02-28,0,0,0.22629701145691972
FRA,2021-02-28,0,0,0.22284556776114448
SAU,2021-02-28,0,0,0.19064653074875912
SGP,2021-02-28,0,0,0.19107366603110978
TUR,2021-03-31,0,0,0.4082067953078114
SWE,2021-03-31,0,0,0.21200505610766326
THA,2021-03-31,0,0,0.1999019988703281
USA,2021-03-31,0,0,0.28877416430647473
DEU,2021-03-31,0,0,0.2198811812293621
FRA,2021-03-31,0,0,0.2043920390914767
AUS,2021-03-31,0,0,0.20346639656981877
ESP,2021-03-31,0,0,0.2558177841926446
JPN,2021-03-31,0,0,0.22701778123246338
SAU,2021-03-31,0,0,0.19029874250378762
ARG,2021-03-31,0,0,0.3410176660337076
ISR,2021-03-31,0,0,0.20348568622466123
BEL,2021-03-31,0,0,0.20558067910979236
SGP,2021-03-31,0,0,0.19135534718116853
KOR,2021-03-31,0,0,0.24701892841332196
ITA,2021-03-31,0,0,0.1920527176858751
IDN,2021-03-31,0,0,0.22966448510569104
MEX,2021-03-31,0,0,0.4647740654159773
RUS,2021-03-31,0,0,0.26424367305166985
BRA,2021-03-31,0,0,0.35302219077766767
GBR,2021-03-31,0,0,0.27026305089464725
POL,2021-03-31,0,0,0.30829470537759257
NOR,2021-03-31,0,0,0.21691350899543882
IRL,2021-03-31,0,0,0.19339793242124836
ARE,2021-03-31,0,0,0.18862710708436037
CHN,2021-03-31,0,0,0.20192378990852952
NLD,2021-03-31,0,0,0.242030224458697
CHE,2021-03-31,0,0,0.20734978614203195
CAN,2021-03-31,0,0,0.2145347143958698
IND,2021-03-31,0,0,0.5501012095801047
